,0,1
35,"[-2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759, -2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759, -2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759, -2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759, -2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759, -2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759, -2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759, -2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759, -2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759, -2.974037710556726, 2.7890675674508483, 23.062645509001477, 14.911968833487759]",[210.25]
36,"[-1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705, -1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705, -1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705, -1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705, -1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705, -1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705, -1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705, -1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705, -1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705, -1.1476519252451285, -1.205303443701966, -8.40431022807434, -2.2570876130878705]",[39.27]
37,"[0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507, 0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507, 0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507, 0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507, 0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507, 0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507, 0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507, 0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507, 0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507, 0.5027273898131268, 0.3709044086418234, -24.19112185655302, -14.368609210405507]",[154.96]
38,"[-0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348, -0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348, -0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348, -0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348, -0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348, -0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348, -0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348, -0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348, -0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348, -0.7990379169990023, 3.069988272963858, -0.2413887562364565, 1.7702432360401348]",[27.5]
39,"[1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256, 1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256, 1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256, 1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256, 1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256, 1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256, 1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256, 1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256, 1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256, 1.2515327829232845, 1.4169131212561261, 10.66430194509182, 1.0208063533655256]",[67.69]
40,"[0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101, 0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101, 0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101, 0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101, 0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101, 0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101, 0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101, 0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101, 0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101, 0.9051026145980918, 2.2677505413213153, 19.568138672101902, 10.477871184604101]",[155.87]
41,"[1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029, 1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029, 1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029, 1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029, 1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029, 1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029, 1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029, 1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029, 1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029, 1.8912536574432623, -0.2774718978981294, -1.3881240925316463, 4.239190379244029]",[35.46]
42,"[-0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081, -0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081, -0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081, -0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081, -0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081, -0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081, -0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081, -0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081, -0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081, -0.7123377159084896, 1.1018716560353585, -9.689540181775383, 3.94027197530081]",[37.58]
43,"[-0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504, -0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504, -0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504, -0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504, -0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504, -0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504, -0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504, -0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504, -0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504, -0.8176509980322146, -2.7807962435492053, -6.36466516478282, -2.187206659134504]",[41.57]
44,"[1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708, 1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708, 1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708, 1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708, 1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708, 1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708, 1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708, 1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708, 1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708, 1.2303112232459563, 1.6282698430147011, -8.428214335034983, -3.1150523888144708]",[41.72]
45,"[-2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313, -2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313, -2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313, -2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313, -2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313, -2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313, -2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313, -2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313, -2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313, -2.4737154308534706, -2.2908401050600764, 13.83442531215818, 11.429884111450313]",[119.88]
46,"[-0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501, -0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501, -0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501, -0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501, -0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501, -0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501, -0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501, -0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501, -0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501, -0.5284165703293788, -2.096918790769805, 15.200264823571429, -8.520218185853501]",[111.62]
47,"[-0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365, -0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365, -0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365, -0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365, -0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365, -0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365, -0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365, -0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365, -0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365, -0.16655889116929368, -2.9483609743045376, -10.362064002015497, 8.30597197663365]",[57.18]
48,"[2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804, 2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804, 2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804, 2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804, 2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804, 2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804, 2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804, 2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804, 2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804, 2.8513203178617053, -0.1284679577907446, 21.408168140992043, -13.220947451804804]",[159.96]
49,"[0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629, 0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629, 0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629, 0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629, 0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629, 0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629, 0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629, 0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629, 0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629, 0.6021888672278508, -1.8951848165812983, -13.139040702631444, 5.937945352211629]",[59.89]
50,"[2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618, 2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618, 2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618, 2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618, 2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618, 2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618, 2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618, 2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618, 2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618, 2.0235926904871233, -1.467550788010378, -5.30366728488433, 5.725178683203618]",[53.39]
51,"[3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773, 3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773, 3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773, 3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773, 3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773, 3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773, 3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773, 3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773, 3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773, 3.0946809997600564, -2.7407719944345232, -11.438262196096728, -3.7122730714909773]",[92.52]
52,"[-1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067, -1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067, -1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067, -1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067, -1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067, -1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067, -1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067, -1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067, -1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067, -1.0827475769719044, -1.3546758472511131, -10.737717653240745, -10.12973760392067]",[69.88]
53,"[3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521, 3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521, 3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521, 3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521, 3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521, 3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521, 3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521, 3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521, 3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521, 3.1188577972662275, -1.9522414335526095, 8.001935920847366, 8.529666867410521]",[95.75]
54,"[2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655, 2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655, 2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655, 2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655, 2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655, 2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655, 2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655, 2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655, 2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655, 2.115576325040726, 1.1311842067325193, -9.883347479163454, -5.851809252971655]",[65.58]
55,"[-0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997, -0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997, -0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997, -0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997, -0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997, -0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997, -0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997, -0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997, -0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997, -0.9289649626230356, 0.1904753900346967, 11.805374696332983, 9.468042133690997]",[69.15]
56,"[-0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854, -0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854, -0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854, -0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854, -0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854, -0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854, -0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854, -0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854, -0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854, -0.15461212944099145, -1.8198191123313343, -16.287430270969747, -6.761075522661854]",[107.25]
57,"[2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927, 2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927, 2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927, 2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927, 2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927, 2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927, 2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927, 2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927, 2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927, 2.27316893591249, 2.616768068990786, -16.4490226605824, -13.272273593883927]",[145.69]
58,"[-1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822, -1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822, -1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822, -1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822, -1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822, -1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822, -1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822, -1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822, -1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822, -1.2191627753274457, 2.6820324211327167, 6.441871809619634, 0.7793845454740822]",[48.42]
59,"[-2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335, -2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335, -2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335, -2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335, -2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335, -2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335, -2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335, -2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335, -2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335, -2.1722388268731594, 2.195322308307543, 2.9396189555411194, -1.4896545799223335]",[48.95]
60,"[3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329, 3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329, 3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329, 3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329, 3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329, 3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329, 3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329, 3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329, 3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329, 3.0620160277250035, -2.7337625752117014, -1.8193533156947206, 1.322751145512329]",[62.53]
61,"[0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335, 0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335, 0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335, 0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335, 0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335, 0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335, 0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335, 0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335, 0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335, 0.8290685309773727, -2.6571684252609447, 13.597550767760183, -4.8843180385787335]",[73.14]
62,"[0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955, 0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955, 0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955, 0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955, 0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955, 0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955, 0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955, 0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955, 0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955, 0.26061821566187415, 2.299143001066464, 0.5883232446119204, -6.324534439165955]",[38.43]
63,"[2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231, 2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231, 2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231, 2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231, 2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231, 2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231, 2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231, 2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231, 2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231, 2.325219550850054, -2.325081417567913, 13.477274447156681, -10.064725115462231]",[141.61]
64,"[3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434, 3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434, 3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434, 3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434, 3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434, 3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434, 3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434, 3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434, 3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434, 3.125830227721763, 2.7582112150982745, 21.535534409856655, 14.8626282578434]",[194.62]
65,"[-0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803, -0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803, -0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803, -0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803, -0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803, -0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803, -0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803, -0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803, -0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803, -0.9678886653245331, 2.6414839897039473, 9.582188726894115, -2.836020709786803]",[51.59]
66,"[2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825, 2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825, 2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825, 2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825, 2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825, 2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825, 2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825, 2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825, 2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825, 2.5145134284942134, 1.061372798956798, 16.153890818914697, -3.7698604478954825]",[116.98]
67,"[-0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484, -0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484, -0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484, -0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484, -0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484, -0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484, -0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484, -0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484, -0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484, -0.5559267028898542, 0.6730207722122632, 7.830472951386109, -0.97119665683484]",[23.19]
68,"[2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291, 2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291, 2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291, 2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291, 2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291, 2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291, 2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291, 2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291, 2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291, 2.3192886824620587, 2.671877646042905, -7.189688143940026, -7.617212737582291]",[80.54]
69,"[-1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071, -1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071, -1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071, -1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071, -1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071, -1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071, -1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071, -1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071, -1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071, -1.6140964637027078, 1.5960544205537124, -22.52559754601195, 15.978364205199071]",[179.76]
